,Teks,label,Data_Bersih,Pesan_Kecil,Hilang_angka,Hlang_whitespace,Hilang_huruf,Data_token,kata_sering,stopword,Data_Stemmer
246,Anda mempunyai 3 pesan suara dari 083139195872; untuk mendengarkan pesan suara anda silahkan tekan *886*10000*083139195872# tekan OK/YA. Bebas biaya. Terima kasih,2,Anda mempunyai 3 pesan suara dari 083139195872 untuk mendengarkan pesan suara anda silahkan tekan 88610000083139195872 tekan OKYA Bebas biaya Terima kasih,anda mempunyai 3 pesan suara dari 083139195872 untuk mendengarkan pesan suara anda silahkan tekan 88610000083139195872 tekan okya bebas biaya terima kasih,anda mempunyai  pesan suara dari  untuk mendengarkan pesan suara anda silahkan tekan  tekan okya bebas biaya terima kasih,anda mempunyai  pesan suara dari  untuk mendengarkan pesan suara anda silahkan tekan  tekan okya bebas biaya terima kasih,anda mempunyai  pesan suara dari  untuk mendengarkan pesan suara anda silahkan tekan  tekan okya bebas biaya terima kasih,"['anda', 'mempunyai', 'pesan', 'suara', 'dari', 'untuk', 'mendengarkan', 'pesan', 'suara', 'anda', 'silahkan', 'tekan', 'tekan', 'okya', 'bebas', 'biaya', 'terima', 'kasih']",<FreqDist with 14 samples and 18 outcomes>,"['pesan', 'suara', 'mendengarkan', 'pesan', 'suara', 'silahkan', 'tekan', 'tekan', 'okya', 'bebas', 'biaya', 'terima', 'kasih']","['pesan', 'suara', 'dengar', 'pesan', 'suara', 'silah', 'tekan', 'tekan', 'okya', 'bebas', 'biaya', 'terima', 'kasih']"
247,Anda pmain togel sring kalah.mau bagi hasil. MBAH JOKO bisah mbntu anda SIO/ANGKA dari RETUWAL Berminat. Hub : MBAH JOKO.di. 085217984299 Dijamin 100% tembus,2,Anda pmain togel sring kalahmau bagi hasil MBAH JOKO bisah mbntu anda SIOANGKA dari RETUWAL Berminat Hub  MBAH JOKOdi 085217984299 Dijamin 100 tembus,anda pmain togel sring kalahmau bagi hasil mbah joko bisah mbntu anda sioangka dari retuwal berminat hub  mbah jokodi 085217984299 dijamin 100 tembus,anda pmain togel sring kalahmau bagi hasil mbah joko bisah mbntu anda sioangka dari retuwal berminat hub  mbah jokodi  dijamin  tembus,anda pmain togel sring kalahmau bagi hasil mbah joko bisah mbntu anda sioangka dari retuwal berminat hub  mbah jokodi  dijamin  tembus,anda pmain togel sring kalahmau bagi hasil mbah joko bisah mbntu anda sioangka dari retuwal berminat hub  mbah jokodi  dijamin  tembus,"['anda', 'pmain', 'togel', 'sring', 'kalahmau', 'bagi', 'hasil', 'mbah', 'joko', 'bisah', 'mbntu', 'anda', 'sioangka', 'dari', 'retuwal', 'berminat', 'hub', 'mbah', 'jokodi', 'dijamin', 'tembus']",<FreqDist with 19 samples and 21 outcomes>,"['pmain', 'togel', 'sring', 'kalahmau', 'hasil', 'mbah', 'joko', 'bisah', 'mbntu', 'sioangka', 'retuwal', 'berminat', 'hub', 'mbah', 'jokodi', 'dijamin', 'tembus']","['pmain', 'togel', 'sring', 'kalahmau', 'hasil', 'mbah', 'joko', 'bisah', 'mbntu', 'sioangka', 'retuwal', 'minat', 'hub', 'mbah', 'jokodi', 'jamin', 'tembus']"
248,"ANEKA SHOP Berbagi Promo Type Blackberry DAKOTA 2,4 jt, TOURCH 1,7 jt, ONIX.2 1,5 jt, GEMINI 800 rb, U/Pemesanan 085325557999 Pin BB-2A96DE82 www.aneka999.blogspot.com",2,ANEKA SHOP Berbagi Promo Type Blackberry DAKOTA 24 jt TOURCH 17 jt ONIX2 15 jt GEMINI 800 rb UPemesanan 085325557999 Pin BB2A96DE82 wwwaneka999blogspotcom,aneka shop berbagi promo type blackberry dakota 24 jt tourch 17 jt onix2 15 jt gemini 800 rb upemesanan 085325557999 pin bb2a96de82 wwwaneka999blogspotcom,aneka shop berbagi promo type blackberry dakota  jt tourch  jt onix  jt gemini  rb upemesanan  pin bbade wwwanekablogspotcom,aneka shop berbagi promo type blackberry dakota  jt tourch  jt onix  jt gemini  rb upemesanan  pin bbade wwwanekablogspotcom,aneka shop berbagi promo type blackberry dakota  jt tourch  jt onix  jt gemini  rb upemesanan  pin bbade wwwanekablogspotcom,"['aneka', 'shop', 'berbagi', 'promo', 'type', 'blackberry', 'dakota', 'jt', 'tourch', 'jt', 'onix', 'jt', 'gemini', 'rb', 'upemesanan', 'pin', 'bbade', 'wwwanekablogspotcom']",<FreqDist with 16 samples and 18 outcomes>,"['aneka', 'shop', 'berbagi', 'promo', 'type', 'blackberry', 'dakota', 'jt', 'tourch', 'jt', 'onix', 'jt', 'gemini', 'upemesanan', 'pin', 'bbade', 'wwwanekablogspotcom']","['aneka', 'shop', 'bagi', 'promo', 'type', 'blackberry', 'dakota', 'jt', 'tourch', 'jt', 'onix', 'jt', 'gemini', 'upemesanan', 'pin', 'bbade', 'wwwanekablogspotcom']"
249,Anyonghaseyo! Ngaku KPOPers Sejati?? Ayo lengkapi koleksi Video Kpopmu di http://kpop.xl.co.id. Skrg Harga video lebih murah loh! Info*123*2200#,2,Anyonghaseyo Ngaku KPOPers Sejati Ayo lengkapi koleksi Video Kpopmu di httpkpopxlcoid Skrg Harga video lebih murah loh Info1232200,anyonghaseyo ngaku kpopers sejati ayo lengkapi koleksi video kpopmu di httpkpopxlcoid skrg harga video lebih murah loh info1232200,anyonghaseyo ngaku kpopers sejati ayo lengkapi koleksi video kpopmu di httpkpopxlcoid skrg harga video lebih murah loh info,anyonghaseyo ngaku kpopers sejati ayo lengkapi koleksi video kpopmu di httpkpopxlcoid skrg harga video lebih murah loh info,anyonghaseyo ngaku kpopers sejati ayo lengkapi koleksi video kpopmu di httpkpopxlcoid skrg harga video lebih murah loh info,"['anyonghaseyo', 'ngaku', 'kpopers', 'sejati', 'ayo', 'lengkapi', 'koleksi', 'video', 'kpopmu', 'di', 'httpkpopxlcoid', 'skrg', 'harga', 'video', 'lebih', 'murah', 'loh', 'info']",<FreqDist with 17 samples and 18 outcomes>,"['anyonghaseyo', 'ngaku', 'kpopers', 'sejati', 'ayo', 'lengkapi', 'koleksi', 'video', 'kpopmu', 'httpkpopxlcoid', 'skrg', 'harga', 'video', 'murah', 'info']","['anyonghaseyo', 'ngaku', 'kpopers', 'sejati', 'ayo', 'lengkap', 'koleksi', 'video', 'kpopmu', 'httpkpopxlcoid', 'skrg', 'harga', 'video', 'murah', 'info']"
250,"Artha Cell diskon Brg elektronik BB Dakota 3 juta BB Onyx3 2,8 jt Camera DLL HUB Sms ke : 085335875777 Pin BB 28BDDF4D www.arthajaya-cell.blogspot.com",2,Artha Cell diskon Brg elektronik BB Dakota 3 juta BB Onyx3 28 jt Camera DLL HUB Sms ke  085335875777 Pin BB 28BDDF4D wwwarthajayacellblogspotcom,artha cell diskon brg elektronik bb dakota 3 juta bb onyx3 28 jt camera dll hub sms ke  085335875777 pin bb 28bddf4d wwwarthajayacellblogspotcom,artha cell diskon brg elektronik bb dakota  juta bb onyx  jt camera dll hub sms ke   pin bb bddfd wwwarthajayacellblogspotcom,artha cell diskon brg elektronik bb dakota  juta bb onyx  jt camera dll hub sms ke   pin bb bddfd wwwarthajayacellblogspotcom,artha cell diskon brg elektronik bb dakota  juta bb onyx  jt camera dll hub sms ke   pin bb bddfd wwwarthajayacellblogspotcom,"['artha', 'cell', 'diskon', 'brg', 'elektronik', 'bb', 'dakota', 'juta', 'bb', 'onyx', 'jt', 'camera', 'dll', 'hub', 'sms', 'ke', 'pin', 'bb', 'bddfd', 'wwwarthajayacellblogspotcom']",<FreqDist with 18 samples and 20 outcomes>,"['artha', 'cell', 'diskon', 'brg', 'elektronik', 'bb', 'dakota', 'juta', 'bb', 'onyx', 'jt', 'camera', 'dll', 'hub', 'sms', 'pin', 'bb', 'bddfd', 'wwwarthajayacellblogspotcom']","['artha', 'cell', 'diskon', 'brg', 'elektronik', 'bb', 'dakota', 'juta', 'bb', 'onyx', 'jt', 'camera', 'dll', 'hub', 'sms', 'pin', 'bb', 'bddfd', 'wwwarthajayacellblogspotcom']"
251,"Ass, mengenai rumah dan tanah yg kemarin, sy sdah survei, sy mrasa cocok, untuk nego harga hubungi atau sms suami saya, pak. haji. dermawan; 085796022225.",2,Ass mengenai rumah dan tanah yg kemarin sy sdah survei sy mrasa cocok untuk nego harga hubungi atau sms suami saya pak haji dermawan 085796022225,ass mengenai rumah dan tanah yg kemarin sy sdah survei sy mrasa cocok untuk nego harga hubungi atau sms suami saya pak haji dermawan 085796022225,ass mengenai rumah dan tanah yg kemarin sy sdah survei sy mrasa cocok untuk nego harga hubungi atau sms suami saya pak haji dermawan ,ass mengenai rumah dan tanah yg kemarin sy sdah survei sy mrasa cocok untuk nego harga hubungi atau sms suami saya pak haji dermawan,ass mengenai rumah dan tanah yg kemarin sy sdah survei sy mrasa cocok untuk nego harga hubungi atau sms suami saya pak haji dermawan,"['ass', 'mengenai', 'rumah', 'dan', 'tanah', 'yg', 'kemarin', 'sy', 'sdah', 'survei', 'sy', 'mrasa', 'cocok', 'untuk', 'nego', 'harga', 'hubungi', 'atau', 'sms', 'suami', 'saya', 'pak', 'haji', 'dermawan']",<FreqDist with 23 samples and 24 outcomes>,"['ass', 'rumah', 'tanah', 'kemarin', 'sy', 'sdah', 'survei', 'sy', 'mrasa', 'cocok', 'nego', 'harga', 'hubungi', 'sms', 'suami', 'haji', 'dermawan']","['ass', 'rumah', 'tanah', 'kemarin', 'sy', 'sdah', 'survei', 'sy', 'mrasa', 'cocok', 'nego', 'harga', 'hubung', 'sms', 'suami', 'haji', 'dermawan']"
252,"Ass, Sy Randy. Mengenai mobil yg sdh sy liat kondisi'y , kebetulan kami berminat. Mohon hub Bapa sy utk dibicarakan hrg netnya; Dr.H.DARMAWAN 0812xxxxxxx",2,Ass Sy Randy Mengenai mobil yg sdh sy liat kondisiy  kebetulan kami berminat Mohon hub Bapa sy utk dibicarakan hrg netnya DrHDARMAWAN 0812xxxxxxx,ass sy randy mengenai mobil yg sdh sy liat kondisiy  kebetulan kami berminat mohon hub bapa sy utk dibicarakan hrg netnya drhdarmawan 0812xxxxxxx,ass sy randy mengenai mobil yg sdh sy liat kondisiy  kebetulan kami berminat mohon hub bapa sy utk dibicarakan hrg netnya drhdarmawan xxxxxxx,ass sy randy mengenai mobil yg sdh sy liat kondisiy  kebetulan kami berminat mohon hub bapa sy utk dibicarakan hrg netnya drhdarmawan xxxxxxx,ass sy randy mengenai mobil yg sdh sy liat kondisiy  kebetulan kami berminat mohon hub bapa sy utk dibicarakan hrg netnya drhdarmawan xxxxxxx,"['ass', 'sy', 'randy', 'mengenai', 'mobil', 'yg', 'sdh', 'sy', 'liat', 'kondisiy', 'kebetulan', 'kami', 'berminat', 'mohon', 'hub', 'bapa', 'sy', 'utk', 'dibicarakan', 'hrg', 'netnya', 'drhdarmawan', 'xxxxxxx']",<FreqDist with 21 samples and 23 outcomes>,"['ass', 'sy', 'randy', 'mobil', 'sy', 'liat', 'kondisiy', 'berminat', 'mohon', 'hub', 'bapa', 'sy', 'dibicarakan', 'hrg', 'netnya', 'drhdarmawan', 'xxxxxxx']","['ass', 'sy', 'randy', 'mobil', 'sy', 'liat', 'kondisiy', 'minat', 'mohon', 'hub', 'bapa', 'sy', 'bicara', 'hrg', 'net', 'drhdarmawan', 'xxxxxxx']"
253,"Ass,maaf sy WAHYU.mengenai Mobil bpk yg mau di jual sy sudah lihat dan cocok, Untuk nego hrg silahkan Hub saudara sy di 081219550857 dgn pak JUSMAN SAFEI (TP)",2,Assmaaf sy WAHYUmengenai Mobil bpk yg mau di jual sy sudah lihat dan cocok Untuk nego hrg silahkan Hub saudara sy di 081219550857 dgn pak JUSMAN SAFEI TP,assmaaf sy wahyumengenai mobil bpk yg mau di jual sy sudah lihat dan cocok untuk nego hrg silahkan hub saudara sy di 081219550857 dgn pak jusman safei tp,assmaaf sy wahyumengenai mobil bpk yg mau di jual sy sudah lihat dan cocok untuk nego hrg silahkan hub saudara sy di  dgn pak jusman safei tp,assmaaf sy wahyumengenai mobil bpk yg mau di jual sy sudah lihat dan cocok untuk nego hrg silahkan hub saudara sy di  dgn pak jusman safei tp,assmaaf sy wahyumengenai mobil bpk yg mau di jual sy sudah lihat dan cocok untuk nego hrg silahkan hub saudara sy di  dgn pak jusman safei tp,"['assmaaf', 'sy', 'wahyumengenai', 'mobil', 'bpk', 'yg', 'mau', 'di', 'jual', 'sy', 'sudah', 'lihat', 'dan', 'cocok', 'untuk', 'nego', 'hrg', 'silahkan', 'hub', 'saudara', 'sy', 'di', 'dgn', 'pak', 'jusman', 'safei', 'tp']",<FreqDist with 24 samples and 27 outcomes>,"['assmaaf', 'sy', 'wahyumengenai', 'mobil', 'bpk', 'jual', 'sy', 'lihat', 'cocok', 'nego', 'hrg', 'silahkan', 'hub', 'saudara', 'sy', 'jusman', 'safei']","['assmaaf', 'sy', 'wahyumengenai', 'mobil', 'bpk', 'jual', 'sy', 'lihat', 'cocok', 'nego', 'hrg', 'silah', 'hub', 'saudara', 'sy', 'jusman', 'safei']"
254,Ass. Maaf sy by hj.suri yang kemarin survey rumah anda. Mengenai harga bisa hub suami saya H. SIGIT tlp 081316005639.terima kasih,2,Ass Maaf sy by hjsuri yang kemarin survey rumah anda Mengenai harga bisa hub suami saya H SIGIT tlp 081316005639terima kasih,ass maaf sy by hjsuri yang kemarin survey rumah anda mengenai harga bisa hub suami saya h sigit tlp 081316005639terima kasih,ass maaf sy by hjsuri yang kemarin survey rumah anda mengenai harga bisa hub suami saya h sigit tlp terima kasih,ass maaf sy by hjsuri yang kemarin survey rumah anda mengenai harga bisa hub suami saya h sigit tlp terima kasih,ass maaf sy by hjsuri yang kemarin survey rumah anda mengenai harga bisa hub suami saya  sigit tlp terima kasih,"['ass', 'maaf', 'sy', 'by', 'hjsuri', 'yang', 'kemarin', 'survey', 'rumah', 'anda', 'mengenai', 'harga', 'bisa', 'hub', 'suami', 'saya', 'sigit', 'tlp', 'terima', 'kasih']",<FreqDist with 20 samples and 20 outcomes>,"['ass', 'maaf', 'sy', 'by', 'hjsuri', 'kemarin', 'survey', 'rumah', 'harga', 'hub', 'suami', 'sigit', 'tlp', 'terima', 'kasih']","['ass', 'maaf', 'sy', 'by', 'hjsuri', 'kemarin', 'survey', 'rumah', 'harga', 'hub', 'suami', 'sigit', 'tlp', 'terima', 'kasih']"
255,"Ass.sy SUGIYONO yg tempo hari mngenai mobil TOYOTANYA,sy brminat,cocok,tlong hub sodara sy dlu,untuk negosiasi harganya. A/N;ABDULLAH HP;081389909777",2,Asssy SUGIYONO yg tempo hari mngenai mobil TOYOTANYAsy brminatcocoktlong hub sodara sy dluuntuk negosiasi harganya ANABDULLAH HP081389909777,asssy sugiyono yg tempo hari mngenai mobil toyotanyasy brminatcocoktlong hub sodara sy dluuntuk negosiasi harganya anabdullah hp081389909777,asssy sugiyono yg tempo hari mngenai mobil toyotanyasy brminatcocoktlong hub sodara sy dluuntuk negosiasi harganya anabdullah hp,asssy sugiyono yg tempo hari mngenai mobil toyotanyasy brminatcocoktlong hub sodara sy dluuntuk negosiasi harganya anabdullah hp,asssy sugiyono yg tempo hari mngenai mobil toyotanyasy brminatcocoktlong hub sodara sy dluuntuk negosiasi harganya anabdullah hp,"['asssy', 'sugiyono', 'yg', 'tempo', 'hari', 'mngenai', 'mobil', 'toyotanyasy', 'brminatcocoktlong', 'hub', 'sodara', 'sy', 'dluuntuk', 'negosiasi', 'harganya', 'anabdullah', 'hp']",<FreqDist with 17 samples and 17 outcomes>,"['asssy', 'sugiyono', 'tempo', 'mngenai', 'mobil', 'toyotanyasy', 'brminatcocoktlong', 'hub', 'sodara', 'sy', 'dluuntuk', 'negosiasi', 'harganya', 'anabdullah', 'hp']","['asssy', 'sugiyono', 'tempo', 'mngenai', 'mobil', 'toyotanyasy', 'brminatcocoktlong', 'hub', 'sodara', 'sy', 'dluuntuk', 'negosiasi', 'harga', 'anabdullah', 'hp']"
256,"Assalamu alaikum,saya RESKI dr Costumer Servis TRI PLAZA SEMANGGI lt.1 JL.jend sudirman jkt pst sdh m-hubungi anda waktu pengundian di lakukan tapi no.anda tdk tersambung, jd kami krimkn lwt SMS sebelum jatuh tempo, bahwa no.anda menang undian dr TRI 2014 jenis hadiah 1unit mobil SUZUKI ERTIGA NEW,dengan PIN 2D45CS77, jadi silahkan cek terlebih dahulu di website; www.tricare.jimdo.com /hub; 021-40161777 / 08994179888 ",2,Assalamu alaikumsaya RESKI dr Costumer Servis TRI PLAZA SEMANGGI lt1 JLjend sudirman jkt pst sdh mhubungi anda waktu pengundian di lakukan tapi noanda tdk tersambung jd kami krimkn lwt SMS sebelum jatuh tempo bahwa noanda menang undian dr TRI 2014 jenis hadiah 1unit mobil SUZUKI ERTIGA NEWdengan PIN 2D45CS77 jadi silahkan cek terlebih dahulu di website wwwtricarejimdocom hub 02140161777  08994179888 ,assalamu alaikumsaya reski dr costumer servis tri plaza semanggi lt1 jljend sudirman jkt pst sdh mhubungi anda waktu pengundian di lakukan tapi noanda tdk tersambung jd kami krimkn lwt sms sebelum jatuh tempo bahwa noanda menang undian dr tri 2014 jenis hadiah 1unit mobil suzuki ertiga newdengan pin 2d45cs77 jadi silahkan cek terlebih dahulu di website wwwtricarejimdocom hub 02140161777  08994179888 ,assalamu alaikumsaya reski dr costumer servis tri plaza semanggi lt jljend sudirman jkt pst sdh mhubungi anda waktu pengundian di lakukan tapi noanda tdk tersambung jd kami krimkn lwt sms sebelum jatuh tempo bahwa noanda menang undian dr tri  jenis hadiah unit mobil suzuki ertiga newdengan pin dcs jadi silahkan cek terlebih dahulu di website wwwtricarejimdocom hub    ,assalamu alaikumsaya reski dr costumer servis tri plaza semanggi lt jljend sudirman jkt pst sdh mhubungi anda waktu pengundian di lakukan tapi noanda tdk tersambung jd kami krimkn lwt sms sebelum jatuh tempo bahwa noanda menang undian dr tri  jenis hadiah unit mobil suzuki ertiga newdengan pin dcs jadi silahkan cek terlebih dahulu di website wwwtricarejimdocom hub,assalamu alaikumsaya reski dr costumer servis tri plaza semanggi lt jljend sudirman jkt pst sdh mhubungi anda waktu pengundian di lakukan tapi noanda tdk tersambung jd kami krimkn lwt sms sebelum jatuh tempo bahwa noanda menang undian dr tri  jenis hadiah unit mobil suzuki ertiga newdengan pin dcs jadi silahkan cek terlebih dahulu di website wwwtricarejimdocom hub,"['assalamu', 'alaikumsaya', 'reski', 'dr', 'costumer', 'servis', 'tri', 'plaza', 'semanggi', 'lt', 'jljend', 'sudirman', 'jkt', 'pst', 'sdh', 'mhubungi', 'anda', 'waktu', 'pengundian', 'di', 'lakukan', 'tapi', 'noanda', 'tdk', 'tersambung', 'jd', 'kami', 'krimkn', 'lwt', 'sms', 'sebelum', 'jatuh', 'tempo', 'bahwa', 'noanda', 'menang', 'undian', 'dr', 'tri', 'jenis', 'hadiah', 'unit', 'mobil', 'suzuki', 'ertiga', 'newdengan', 'pin', 'dcs', 'jadi', 'silahkan', 'cek', 'terlebih', 'dahulu', 'di', 'website', 'wwwtricarejimdocom', 'hub']",<FreqDist with 53 samples and 57 outcomes>,"['assalamu', 'alaikumsaya', 'reski', 'dr', 'costumer', 'servis', 'tri', 'plaza', 'semanggi', 'lt', 'jljend', 'sudirman', 'jkt', 'pst', 'mhubungi', 'pengundian', 'lakukan', 'noanda', 'tersambung', 'krimkn', 'lwt', 'sms', 'jatuh', 'tempo', 'noanda', 'menang', 'undian', 'dr', 'tri', 'jenis', 'hadiah', 'unit', 'mobil', 'suzuki', 'ertiga', 'newdengan', 'pin', 'dcs', 'silahkan', 'cek', 'website', 'wwwtricarejimdocom', 'hub']","['assalamu', 'alaikumsaya', 'reski', 'dr', 'costumer', 'servis', 'tri', 'plaza', 'semanggi', 'lt', 'jljend', 'sudirman', 'jkt', 'pst', 'mhubungi', 'undi', 'laku', 'noanda', 'sambung', 'krimkn', 'lwt', 'sms', 'jatuh', 'tempo', 'noanda', 'menang', 'undi', 'dr', 'tri', 'jenis', 'hadiah', 'unit', 'mobil', 'suzuki', 'ertiga', 'newdengan', 'pin', 'dcs', 'silah', 'cek', 'website', 'wwwtricarejimdocom', 'hub']"
257,"Assalamu alaiqum, nenek masuk rumah sakit tolong kirimkan dulu ulsa 50 ribu di nomor ini 0852 3173 7479, mau telpon nanti di rumah sakit saya ganti uangnya.",2,Assalamu alaiqum nenek masuk rumah sakit tolong kirimkan dulu ulsa 50 ribu di nomor ini 0852 3173 7479 mau telpon nanti di rumah sakit saya ganti uangnya,assalamu alaiqum nenek masuk rumah sakit tolong kirimkan dulu ulsa 50 ribu di nomor ini 0852 3173 7479 mau telpon nanti di rumah sakit saya ganti uangnya,assalamu alaiqum nenek masuk rumah sakit tolong kirimkan dulu ulsa  ribu di nomor ini    mau telpon nanti di rumah sakit saya ganti uangnya,assalamu alaiqum nenek masuk rumah sakit tolong kirimkan dulu ulsa  ribu di nomor ini    mau telpon nanti di rumah sakit saya ganti uangnya,assalamu alaiqum nenek masuk rumah sakit tolong kirimkan dulu ulsa  ribu di nomor ini    mau telpon nanti di rumah sakit saya ganti uangnya,"['assalamu', 'alaiqum', 'nenek', 'masuk', 'rumah', 'sakit', 'tolong', 'kirimkan', 'dulu', 'ulsa', 'ribu', 'di', 'nomor', 'ini', 'mau', 'telpon', 'nanti', 'di', 'rumah', 'sakit', 'saya', 'ganti', 'uangnya']",<FreqDist with 20 samples and 23 outcomes>,"['assalamu', 'alaiqum', 'nenek', 'masuk', 'rumah', 'sakit', 'tolong', 'kirimkan', 'ulsa', 'ribu', 'nomor', 'telpon', 'rumah', 'sakit', 'ganti', 'uangnya']","['assalamu', 'alaiqum', 'nenek', 'masuk', 'rumah', 'sakit', 'tolong', 'kirim', 'ulsa', 'ribu', 'nomor', 'telpon', 'rumah', 'sakit', 'ganti', 'uang']"
258,ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,2,ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,ayah isikan pulsa xl rb di no  sekarang penting,ayah isikan pulsa xl rb di no  sekarang penting,ayah isikan pulsa xl rb di no  sekarang penting,"['ayah', 'isikan', 'pulsa', 'xl', 'rb', 'di', 'no', 'sekarang', 'penting']",<FreqDist with 9 samples and 9 outcomes>,"['ayah', 'isikan', 'pulsa', 'xl', 'no']","['ayah', 'isi', 'pulsa', 'xl', 'no']"
259,"Bapak tukokno pulsa AS ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tak enteni,penteng bpk ada msalah dikantor polisi,jangan dulu sms/tlp",2,Bapak tukokno pulsa AS ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tak entenipenteng bpk ada msalah dikantor polisijangan dulu smstlp,bapak tukokno pulsa as ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tak entenipenteng bpk ada msalah dikantor polisijangan dulu smstlp,bapak tukokno pulsa as ndisek ribu iki nmrku anyar  cepet saiki tak entenipenteng bpk ada msalah dikantor polisijangan dulu smstlp,bapak tukokno pulsa as ndisek ribu iki nmrku anyar  cepet saiki tak entenipenteng bpk ada msalah dikantor polisijangan dulu smstlp,bapak tukokno pulsa as ndisek ribu iki nmrku anyar  cepet saiki tak entenipenteng bpk ada msalah dikantor polisijangan dulu smstlp,"['bapak', 'tukokno', 'pulsa', 'as', 'ndisek', 'ribu', 'iki', 'nmrku', 'anyar', 'cepet', 'saiki', 'tak', 'entenipenteng', 'bpk', 'ada', 'msalah', 'dikantor', 'polisijangan', 'dulu', 'smstlp']",<FreqDist with 20 samples and 20 outcomes>,"['tukokno', 'pulsa', 'as', 'ndisek', 'ribu', 'iki', 'nmrku', 'anyar', 'cepet', 'saiki', 'entenipenteng', 'bpk', 'msalah', 'dikantor', 'polisijangan', 'smstlp']","['tukokno', 'pulsa', 'as', 'ndisek', 'ribu', 'iki', 'nmrku', 'anyar', 'cepet', 'saiki', 'entenipenteng', 'bpk', 'msalah', 'kantor', 'polisijangan', 'smstlp']"
260,"BELANJA ONLINE Promo Disc 50% BB Dakota 2,8jt BB Onyx3 2,2jt BB Z10 3,5jt DLL, Info/sms: 085775102735 PIN:BB.2A03F3F2 Atau Klik: www.jaya-olshop.blogspot.com",2,BELANJA ONLINE Promo Disc 50 BB Dakota 28jt BB Onyx3 22jt BB Z10 35jt DLL Infosms 085775102735 PINBB2A03F3F2 Atau Klik wwwjayaolshopblogspotcom,belanja online promo disc 50 bb dakota 28jt bb onyx3 22jt bb z10 35jt dll infosms 085775102735 pinbb2a03f3f2 atau klik wwwjayaolshopblogspotcom,belanja online promo disc  bb dakota jt bb onyx jt bb z jt dll infosms  pinbbaff atau klik wwwjayaolshopblogspotcom,belanja online promo disc  bb dakota jt bb onyx jt bb z jt dll infosms  pinbbaff atau klik wwwjayaolshopblogspotcom,belanja online promo disc  bb dakota jt bb onyx jt bb  jt dll infosms  pinbbaff atau klik wwwjayaolshopblogspotcom,"['belanja', 'online', 'promo', 'disc', 'bb', 'dakota', 'jt', 'bb', 'onyx', 'jt', 'bb', 'jt', 'dll', 'infosms', 'pinbbaff', 'atau', 'klik', 'wwwjayaolshopblogspotcom']",<FreqDist with 14 samples and 18 outcomes>,"['belanja', 'online', 'promo', 'disc', 'bb', 'dakota', 'jt', 'bb', 'onyx', 'jt', 'bb', 'jt', 'dll', 'infosms', 'pinbbaff', 'klik', 'wwwjayaolshopblogspotcom']","['belanja', 'online', 'promo', 'disc', 'bb', 'dakota', 'jt', 'bb', 'onyx', 'jt', 'bb', 'jt', 'dll', 'infosms', 'pinbbaff', 'klik', 'wwwjayaolshopblogspotcom']"
261,BELANJA ONLINE TOKO RESKY DISCON 50% BB LAPTOP SAMSUNG IPAD NOKIA DLL U/pemesanan/order  call/sms 085322222699 kunjungi web kami di www.reskiy-shop.blogspot.com,2,BELANJA ONLINE TOKO RESKY DISCON 50 BB LAPTOP SAMSUNG IPAD NOKIA DLL Upemesananorder  callsms 085322222699 kunjungi web kami di wwwreskiyshopblogspotcom,belanja online toko resky discon 50 bb laptop samsung ipad nokia dll upemesananorder  callsms 085322222699 kunjungi web kami di wwwreskiyshopblogspotcom,belanja online toko resky discon  bb laptop samsung ipad nokia dll upemesananorder  callsms  kunjungi web kami di wwwreskiyshopblogspotcom,belanja online toko resky discon  bb laptop samsung ipad nokia dll upemesananorder  callsms  kunjungi web kami di wwwreskiyshopblogspotcom,belanja online toko resky discon  bb laptop samsung ipad nokia dll upemesananorder  callsms  kunjungi web kami di wwwreskiyshopblogspotcom,"['belanja', 'online', 'toko', 'resky', 'discon', 'bb', 'laptop', 'samsung', 'ipad', 'nokia', 'dll', 'upemesananorder', 'callsms', 'kunjungi', 'web', 'kami', 'di', 'wwwreskiyshopblogspotcom']",<FreqDist with 18 samples and 18 outcomes>,"['belanja', 'online', 'toko', 'resky', 'discon', 'bb', 'laptop', 'samsung', 'ipad', 'nokia', 'dll', 'upemesananorder', 'callsms', 'kunjungi', 'web', 'wwwreskiyshopblogspotcom']","['belanja', 'online', 'toko', 'resky', 'discon', 'bb', 'laptop', 'samsung', 'ipad', 'nokia', 'dll', 'upemesananorder', 'callsms', 'kunjung', 'web', 'wwwreskiyshopblogspotcom']"
